,name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,winRate,killsPerGame,deathsPerGame,assistsPerGame,hitRate,headshotRate,winRateAlt,kdRatioAlt
1159,FPT_Rafa#2727440,0,19,0.475,0,5,1,110,0,18,5,18.0,0,18,0,17825,0.0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,Master chiefK90#5574499,0,58,0.8285714285714286,0,7,1,3,0,18,6,18.0,0,0,0,34756,0.0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,Triton#6631563,5,3,0.2727272727272727,0,2,0,0,0,5,2,5.0,0,0,0,3725,0.0,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,Redvoll,1,12,0.8571428571428571,3,1,1,0,41,2,2,2.0,1,3,121,1275,123.3,162,14,0.5,12.0,14.0,3.0,0.25308641975308643,0.012345679012345678,0.0,0.0
1164,Wzay#8699507,0,0,0.0,0,1,0,0,0,4,0,4.0,0,0,0,1500,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,如果有来生#7504616,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,joh_ann9003#3064194,0,3,0.1428571428571428,0,2,1,110,0,11,0,11.0,0,9,0,6762,0.0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,Fastrexio#7574278,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,iihamxd#4002338,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,Skaldrelli-it85#6927684,0,1,0.0666666666666666,0,1,0,0,0,8,0,8.0,0,0,0,1250,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,ranzengerch36#1055606,2,52,0.7222222222222222,3,5,1,0,99,23,8,11.5,2,6,747,20892,54.86086956521739,846,72,0.6666666666666666,26.0,36.0,3.0,0.11702127659574468,0.009456264775413711,0.46209812037329684,0.5006062970710716
1173,Shaun#5399819,258,6271,0.8656819436775263,13,53,9,110,25016,534,981,2.2436974789915967,238,1233,133881,914258,268.761797752809,158897,7244,0.9662921348314607,26.34873949579832,30.436974789915965,5.180672268907563,0.1574353197354261,0.006173810707565278,5.287812111637606,4.737245913113449
1174,NoeX59#7088104,129,2306,0.9596337910944652,14,42,7,110,8850,318,384,3.8780487804878048,82,458,39620,567099,156.77735849056603,48470,2403,0.9485294117647058,28.121951219512194,29.304878048780488,5.585365853658536,0.18258716731999175,0.00792242624303693,4.179902815419769,4.228836697541143
1175,SLASHER#5111840,0,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,925,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,Charles3211#1977436,38,1259,1.003187250996016,14,24,3,51,4727,77,198,2.1388888888888893,36,271,20935,215125,299.1428571428571,25662,1255,0.926829268292683,34.97222222222222,34.861111111111114,7.527777777777778,0.18420232250019483,0.007715688566752397,3.3213102356422484,3.5949405127619465
1177,GWBDOE92#1356084,1,1,0.05,1,1,2,0,4,3,0,1.5,2,1,435,450,392.6,439,20,0.3333333333333333,0.5,10.0,0.5,0.009111617312072893,0.0,0.23104906018664842,0.03465735902799726
1178,BiggMeezy#6702881,168,4611,1.1591251885369531,12,43,7,111,9779,323,515,2.4104477611940296,134,609,63884,595720,291.77832817337463,73663,3978,0.96,34.41044776119403,29.686567164179106,4.544776119402985,0.1327532139608759,0.006991298209413138,4.701926207952875,5.677209481541893
1179,Fissy#9456851,408,5697,0.6327890703098967,14,53,10,30,15341,726,849,2.7191011235955056,267,1302,56456,907361,237.498347107438,71797,9003,0.9760765550239234,21.337078651685392,33.71910112359551,4.876404494382022,0.21367188044068694,0.011825006615875315,5.453582422553354,3.5355498841393116
1180,BulldogFan-GIRL#4382682,4,13,0.3939393939393939,2,1,1,0,75,6,2,6.0,1,7,469,1480,97.8,544,33,0.8,13.0,33.0,7.0,0.13786764705882354,0.003676470588235294,0.0,0.0
1181,V1sconti#8459946,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,RebuiltAphid801#2362711,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,Slickwicked#1129481,68,1675,1.0834411384217335,11,26,11,12,4968,171,329,2.1645569620253164,79,262,19551,248039,254.7964912280701,24519,1546,0.8607594936708861,21.20253164556962,19.569620253164558,3.3164556962025316,0.2026183775847302,0.013418165504302786,3.761043721110854,4.734039555551268
1185,Philisdiller,0,19,0.6129032258064516,2,1,1,0,80,1,3,1.0,1,4,445,3035,372.6,525,31,0.0,19.0,31.0,4.0,0.1523809523809524,0.005714285714285714,0.0,0.0
1187,corazzon21#7253996,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,100,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,Yarrrak#1753072,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,Spaced_Luis#6777222,3,1,0.0625,1,1,0,0,1,3,0,3.0,0,0,17,975,22.2,18,16,1.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
1194,simi_2004#9029480,5,127,1.1339285714285714,8,6,4,0,521,12,21,1.7142857142857142,7,23,1975,23565,162.65,2496,112,0.5555555555555556,18.142857142857142,16.0,3.2857142857142856,0.20873397435897437,0.008413461538461538,1.0810611939196184,2.20652311544665
1195,anon52181515#6248211,12,136,0.7272727272727273,6,7,3,0,464,23,18,3.8333333333333335,6,25,2850,34375,139.95652173913044,3314,187,0.8,22.666666666666668,31.166666666666668,4.166666666666667,0.140012070006035,0.005431502715751358,1.433407575382444,1.3030977958022218
1196,Berry_fieldzz#9452683,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,black bird#2033672,19,2730,2.4375,19,38,7,9,5863,69,560,1.8157894736842104,38,539,26327,476365,199.34782608695653,32190,1120,0.7307692307692307,71.84210526315789,29.473684210526315,14.18421052631579,0.18213730972351663,0.017396707051879467,2.658236039800051,8.866616264333064
1202,freckled-whale#9045638,1,1,0.0625,1,1,0,0,5,1,0,1.0,0,1,94,200,199.8,99,16,1.0,0.0,0.0,0.0,0.050505050505050504,0.0,0.0,0.0
1206,4lienne_cD#3358909,264,8560,1.1606779661016948,22,62,12,22,33070,543,1441,2.2254098360655736,244,1615,108340,1038980,254.03646408839785,141410,7375,0.9565217391304348,35.08196721311475,30.225409836065573,6.618852459016393,0.23385899158475357,0.010190226999504986,5.25816091115002,6.3804420350521776
1208,odwfkerfreosas#4324694,4,105,0.7553956834532374,6,7,2,0,186,13,22,3.25,4,33,1223,30330,194.35384615384615,1409,139,0.6666666666666666,26.25,34.75,8.25,0.1320085166784954,0.015613910574875798,0.9241962407465937,1.0472007763855289
1209,Skarv3n#2408532,0,0,0.0,0,1,0,110,0,2,0,2.0,0,4,0,525,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,Vadász#3581142,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,MackerYNWA#5475949,37,1353,0.9454926624737946,11,26,6,40,6176,127,211,2.953488372093023,43,344,20313,253301,169.1763779527559,26489,1431,0.8604651162790697,31.46511627906977,33.27906976744186,8.0,0.23315338442372305,0.007965570614217222,3.2363814948991116,3.5561871114838506
1215,I am Spartan#5488105,330,5440,0.975609756097561,16,109,5,111,9221,969,958,11.011363636363637,88,518,58967,1696429,66.43034055727554,68188,5576,0.9850746268656716,61.81818181818182,63.36363636363637,5.886363636363637,0.13522907256408753,0.01404939285504781,4.410510891874054,4.368133477539714
1220,adilbiy#1099225,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,Litten_021#8540333,0,0,0.0,0,1,0,0,0,3,0,3.0,0,0,0,300,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,PYRO-ITZMATT99#5950292,0,0,0.0,0,1,0,0,0,1,0,1.0,0,1,0,125,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,mamiaslo#2159245,3,43,0.4257425742574257,7,3,3,0,149,24,10,4.0,6,14,1369,11000,134.725,1518,101,0.5,7.166666666666667,16.833333333333332,2.3333333333333335,0.0981554677206851,0.006587615283267457,0.8958797346140275,0.7628282888792708
1225,TheAfricanPxnda#5919696,68,1776,1.2393579902302858,13,23,7,2,4228,122,293,2.44,50,204,25771,202460,338.4393442622951,29999,1433,0.9066666666666666,35.52,28.66,4.08,0.14093803126770893,0.009766992233074435,3.546900858254852,4.848396969742069
1227,BennJarmon#4390861,14,344,0.7678571428571429,8,11,6,6,925,42,38,2.4705882352941178,17,87,3154,65960,248.02857142857133,4079,448,0.7,20.235294117647058,26.352941176470587,5.117647058823529,0.22677126746751655,0.009316008825692572,1.9832493408393512,2.1755031034717374
1229,GearH3adOli#4513678,19,47,0.5053763440860215,3,6,3,0,74,30,10,10.0,3,2,803,22524,72.42,877,93,0.8636363636363636,15.666666666666666,31.0,0.6666666666666666,0.08437856328392246,0.011402508551881414,0.9488015220315493,0.5552126620150662
1231,usy-si_man#2632866,0,1,0.0909090909090909,0,1,0,110,0,5,0,5.0,0,1,0,1600,0.0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,Tickkle me Pink#2057775,54,788,0.8555917480998915,11,22,6,20,2289,142,214,3.55,40,130,8721,178848,154.72394366197182,11010,921,0.9,19.7,23.025,3.25,0.20790190735694822,0.019436875567665757,3.3199915087025427,3.156174820675116
1234,TakM#6121102,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,1350,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,VhaughN#6124996,359,2596,0.8246505717916137,10,66,7,47,5385,638,620,9.114285714285714,70,402,46486,1082097,62.34075235109718,51871,3148,0.9808743169398907,37.08571428571429,44.97142857142857,5.742857142857143,0.10381523394575004,0.011952728885118852,4.167239868567541,3.5035240306099547
1236,Shengx1#3757453,5,98,0.8032786885245902,9,4,2,0,400,9,22,4.5,2,15,2423,14265,262.7333333333333,2823,122,0.7142857142857143,49.0,61.0,7.5,0.14169323414806942,0.0077931278781438185,0.4951051289713895,0.5567903581547101
1237,king7928#5970874,4,6,0.2,1,1,0,1,19,4,1,4.0,0,2,112,1800,42.45,131,30,1.0,0.0,0.0,0.0,0.1450381679389313,0.007633587786259542,0.0,0.0
1238,Lets Ride7883#9442060,0,0,0.0,0,1,0,0,0,4,0,4.0,0,0,0,300,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,ENCODEDBERRY#4469732,40,606,0.6196319018404908,7,15,6,0,2616,77,95,2.40625,32,142,8843,103142,248.73506493506488,11459,978,0.8695652173913043,18.9375,30.5625,4.4375,0.22829217209180558,0.008290426738807925,3.0136833937388925,2.1474805287286647
1242,IRISH_CarBomb,457,10295,0.9290677736666366,19,104,10,110,18214,867,1966,3.1642335766423364,274,1110,123024,1596735,259.1550173010381,141238,11081,0.9785867237687366,37.57299270072993,40.441605839416056,4.0510948905109485,0.12895962842860986,0.013919766635041561,5.492932643724514,5.214976433107588
1243,MTLMOBSTER514_40#9603565,58,1096,0.9776984834968778,12,21,16,2,4424,100,183,2.631578947368421,38,253,13567,168620,200.682,17991,1121,0.7837837837837838,28.842105263157894,29.5,6.657894736842105,0.2459007281418487,0.010171752542938136,2.8510810441098697,3.556462471953719
1244,ajushi#9989791,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,NoahNunez12#9506852,2,33,0.4342105263157895,4,4,4,110,92,19,2,4.75,4,6,596,12000,92.96842105263156,688,76,0.3333333333333333,8.25,19.0,1.5,0.13372093023255813,0.0029069767441860465,0.46209812037329684,0.6019436041704789
1246,Illotuerehmarico#5161078,0,4,1.0,0,2,0,110,0,2,0,2.0,0,0,0,3500,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,anon40284601#4732083,45,715,0.4612903225806452,11,22,5,16,1982,195,176,3.095238095238096,63,194,17852,186317,226.1876923076923,19834,1550,0.9,11.34920634920635,24.603174603174605,3.0793650793650795,0.09992941413733993,0.008873651305838458,3.7288212537523795,1.9111879544322232
1249,dogukan701#2400035,29,765,1.0897435897435896,11,16,2,27,3032,48,98,3.2,15,102,14498,109425,296.1125,17530,702,0.9354838709677419,51.0,46.8,6.8,0.17296063890473473,0.005590416428978893,2.533337284902067,2.951080347354972
1251,Y8x_x#3190551,69,2732,0.7536551724137931,9,34,6,9,5634,153,432,1.9615384615384608,78,403,35582,397333,243.2274509803921,41216,3625,0.92,35.02564102564103,46.47435897435897,5.166666666666667,0.13669448757763975,0.01048136645962733,4.008172120554424,3.2834561419354387
1252,kSlaps-#3080013,10,78,0.9176470588235294,5,3,2,0,250,17,7,2.4285714285714284,7,17,936,8100,104.96470588235292,1186,85,0.8333333333333334,11.142857142857142,12.142857142857142,2.4285714285714284,0.21079258010118043,0.005902192242833052,1.6215917908794277,1.7856587250154639
1253,LkDiamondd#3256906,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,구렐리라#7498155,0,12,0.9230769230769232,3,1,1,0,41,1,2,1.0,1,0,192,1525,367.2,233,13,0.0,12.0,13.0,0.0,0.1759656652360515,0.008583690987124463,0.0,0.0
1255,冰不如她心一半凉#1202093,10,367,1.1155015197568392,11,14,5,110,594,45,89,3.75,12,52,3776,89866,144.50666666666666,4370,329,0.6666666666666666,30.583333333333332,27.416666666666668,4.333333333333333,0.13592677345537757,0.020366132723112128,1.6566044331920002,2.7719171442923902
1256,Scared#7746837,0,14,0.875,0,2,0,110,0,8,2,8.0,0,3,0,6300,0.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,Hyun#9712504,1,4,0.2857142857142857,2,1,1,0,24,2,1,2.0,1,3,225,1300,320.7,249,14,0.5,4.0,14.0,3.0,0.0963855421686747,0.004016064257028112,0.0,0.0
1259,Vegasmedic777#1719717,0,1,0.0714285714285714,0,1,0,0,0,5,1,5.0,0,0,0,1600,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,Xapo_04#6920184,0,1,0.25,0,1,0,0,0,2,0,2.0,0,0,0,650,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,ZezMew#6781516,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,major-sense7#4990747,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,Chaye#4862193,323,5587,0.9591416309012876,15,52,39,111,24498,855,1357,3.1433823529411766,272,1444,102356,856261,218.959298245614,126854,5825,0.8922651933701657,20.540441176470587,21.415441176470587,5.3088235294117645,0.19311964936068235,0.01069733709618932,5.001862064678473,5.376758136376951
1266,TITAN0401974#5068691,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,deinVater#4016447,48,993,0.8254364089775561,11,24,6,110,4232,204,149,5.230769230769232,39,272,17665,213490,127.34117647058822,21897,1203,0.8888888888888888,25.46153846153846,30.846153846153847,6.9743589743589745,0.1932684842672512,0.006804585102982144,3.25649924100413,3.0240371692491594
1268,o Jwinn#1431809,18,630,0.8835904628330996,10,14,9,0,2392,59,72,1.5128205128205128,39,119,9184,91160,310.2101694915254,11576,713,0.6666666666666666,16.153846153846153,18.28205128205128,3.051282051282051,0.2066344160331721,0.006219765031098825,2.4423744307530972,3.2370881305212866
1269,stevrick#7921608,0,1,0.0454545454545454,0,1,0,0,0,10,0,10.0,0,0,0,1825,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,ninjamidget#7404492,13,150,0.4143646408839779,5,7,3,0,544,26,21,2.6,10,33,2366,33915,258.8538461538462,2910,362,0.8125,15.0,36.2,3.3,0.18694158075601375,0.007216494845360825,1.8708503880576624,0.9541098451632787
1271,tsuna_tsutayama#3588777,5,130,0.7692307692307693,9,4,2,0,475,9,17,2.25,4,37,2543,16305,375.4,3018,169,0.7142857142857143,32.5,42.25,9.25,0.1573889993373095,0.005632869449966865,0.990210257942779,1.0663802777845313
1272,TheBrainEATER#1446450,77,1444,0.5275849470222872,6,30,6,110,4198,220,218,3.055555555555556,72,297,51279,314529,320.47909090909087,55477,2737,0.927710843373494,20.055555555555557,38.013888888888886,4.125,0.0756709987922923,0.003929556392739333,3.967509532099232,2.256304667833096
1274,Ogonkillu#2082114,244,6245,0.907703488372093,11,56,6,78,28065,464,956,2.3673469387755097,196,1522,163259,973050,318.44741379310346,191324,6880,0.976,31.862244897959183,35.10204081632653,7.76530612244898,0.14668834019777968,0.004996759423804646,5.151439907408984,4.790963088211421
1275,WildSheet520101#8826167,32,265,0.4665492957746479,5,8,4,0,1211,54,26,2.8421052631578947,19,64,7832,35425,266.6777777777777,9043,568,0.8888888888888888,13.947368421052632,29.894736842105264,3.3684210526315788,0.13391573592834236,0.0028751520513104058,2.617279092592391,1.3737259321815258
1277,Travisdabest#5693265,0,1,0.0666666666666666,0,1,0,110,0,7,0,7.0,0,0,0,1425,0.0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,zetsoga,10,128,0.4295302013422818,4,6,4,0,595,18,18,2.25,8,46,3932,23545,305.9,4527,298,0.7142857142857143,16.0,37.25,5.75,0.13143362049922686,0.003976143141153081,1.4853153869141684,0.8931829440772447
1280,Pandeadpoola#1260413,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,Ravensphere11#4952365,5,13,0.1969696969696969,1,2,0,0,14,11,0,11.0,0,5,123,3950,111.0,137,66,1.0,0.0,0.0,0.0,0.10218978102189781,0.0,0.0,0.0
1284,xxXKDXxx#4033625,26,173,0.3977011494252873,5,9,4,110,937,55,32,5.0,11,98,13197,42366,215.55272727272728,14134,435,0.8666666666666667,15.727272727272727,39.54545454545455,8.909090909090908,0.06629404273383331,0.002264044148860903,2.078175903091921,0.9536457061933749
1285,Affy93,4,31,0.3604651162790697,4,2,2,0,121,8,6,4.0,2,8,1076,5315,315.9,1197,86,0.6666666666666666,15.5,43.0,4.0,0.1010860484544695,0.005012531328320802,0.46209812037329684,0.24985537903905
1288,stepdad#2799753,599,8320,0.8748685594111462,14,73,8,13,28078,1028,1403,3.879245283018868,265,1497,141873,1163925,205.9324902723736,169951,9510,0.9868204283360791,31.39622641509434,35.886792452830186,5.649056603773585,0.16521232590570223,0.008255320651246536,5.50619137687932,4.881530194763972
1289,ImminentCupid45#8137814,2,18,0.3673469387755102,3,2,2,110,25,14,3,7.0,2,3,281,4300,76.67142857142856,306,49,0.5,9.0,24.5,1.5,0.08169934640522876,0.00980392156862745,0.34657359027997264,0.25462549489957176
1290,Raku-paN#9928359,1,77,0.7623762376237624,9,4,3,0,272,10,4,2.5,4,13,1296,15700,176.16,1568,101,0.25,19.25,25.25,3.25,0.17346938775510204,0.002551020408163265,0.34657359027997264,1.0568778792696196
1291,TendingFlame873#5641179,4,6,0.0857142857142857,1,1,1,0,33,5,0,5.0,1,4,415,700,316.2,448,70,0.8,6.0,70.0,4.0,0.07366071428571429,0.0,0.0,0.0
1292,XxGuccixalotyxX#5281679,0,4,0.3333333333333333,0,1,0,0,0,2,1,2.0,0,0,0,1125,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,Jupitersix#9665297,0,0,0.0,0,1,0,29,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,Uravold#3082139,3,75,0.5905511811023622,5,4,2,110,251,13,16,4.333333333333333,3,12,949,13950,161.16923076923075,1200,127,0.6,25.0,42.333333333333336,4.0,0.20916666666666667,0.013333333333333334,0.6591673732008658,0.6487867846465215
1297,Peekaboo#9372473,85,6259,1.083434308464601,14,59,23,35,26018,283,791,1.5380434782608696,184,1443,105710,998380,297.84593639575974,131728,5777,0.7870370370370371,34.016304347826086,31.39673913043478,7.842391304347826,0.1975130572087939,0.0060047977650917045,4.104347587007073,5.6500403162324115
1298,juggerwicho#1103368,0,5,0.5,0,1,0,0,0,5,0,5.0,0,0,0,3250,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,Lucky_#3820176,0,3,3.0,0,1,0,0,0,1,1,1.0,0,0,0,2250,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,Luc100402#9645986,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,ImBadAtFort2493#3906066,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,STLBEATZ,130,2199,1.111167256189995,17,27,5,5,5798,294,308,1.803680981595092,163,397,24698,268209,209.4510204081633,30496,1979,0.9629629629629629,13.49079754601227,12.141104294478527,2.4355828220858897,0.1901232948583421,0.010099685204617,4.905092785962067,5.660008434347686
1305,kailaras#7229848,0,2,0.1666666666666666,0,3,0,0,0,7,1,7.0,0,0,0,8525,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,ziller_filler#6346607,0,24,0.5217391304347826,0,4,0,110,0,19,5,19.0,0,30,0,15860,0.0,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,Ray_26_6742457,144,3537,0.9564629529475392,10,38,9,31,7407,302,651,2.141843971631206,141,415,19347,473214,283.71059602649007,26754,3698,0.9411764705882353,25.085106382978722,26.22695035460993,2.9432624113475176,0.27685579726396053,0.02433281004709576,4.657656367414747,4.733305498179444
1308,Mich_K92,3,82,0.5985401459854015,7,4,3,0,346,11,12,2.2,5,22,1838,12475,334.96363636363634,2184,137,0.5,16.4,27.4,4.4,0.15842490842490842,0.005494505494505495,0.8047189562170501,0.9633132030627463
1309,Bamcdo18#1851863,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,Diegoortiz2050#1974630,7,7,0.1842105263157894,2,1,3,0,34,13,1,2.6,5,2,732,1550,234.46153846153848,766,38,0.7,1.4,7.6,0.4,0.044386422976501305,0.0013054830287206266,1.1266065387038702,0.296475404922071
1311,mathus2003#6518451,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,King#6922910,68,2370,0.7669902912621359,10,44,8,110,7328,322,450,4.075949367088608,79,596,40953,615580,152.61987577639752,48281,3090,0.8947368421052632,30.0,39.11392405063291,7.544303797468355,0.15177813218450323,0.009320436610675007,3.9095059732599666,3.351324081018395
1316,matlord77#9411460,4,30,0.5769230769230769,4,2,1,30,133,5,9,5.0,1,10,933,5675,207.84,1066,52,0.8,30.0,52.0,10.0,0.124765478424015,0.008442776735459663,0.0,0.0
1317,akanebbq14#3345614,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,AsmaaAli100#5349813,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,lilbabynuggs#2406678,34,534,0.7406380027739251,7,14,11,0,2439,86,88,2.324324324324324,37,144,12155,84998,255.91395348837207,14594,721,0.7555555555555555,14.432432432432432,19.486486486486488,3.891891891891892,0.16712347540084965,0.006029875291215568,2.728249089553414,2.6743830310014087
1322,GxvenMxinz#2397676,1,38,0.9743589743589745,4,6,1,0,50,17,5,17.0,1,2,216,22625,18.31764705882353,266,39,0.5,38.0,39.0,2.0,0.18796992481203006,0.018796992481203006,0.0,0.0
1323,IgoToutEstBON#5029004,318,6995,1.1959309283638229,16,75,8,39,26643,559,1143,2.6619047619047618,210,1351,91997,1178334,207.29516994633275,118640,5849,0.9754601226993865,33.30952380952381,27.85238095238095,6.433333333333334,0.22457012811867835,0.009634187457855698,5.215890168000476,6.394771273272131
1324,Faze jax5#8384440,88,1436,0.97289972899729,15,28,8,110,4148,208,327,2.9714285714285715,70,206,16173,272624,133.0903846153846,20321,1476,0.9166666666666666,20.514285714285716,21.085714285714285,2.942857142857143,0.20412381280448796,0.01609172776930269,3.8944539718785793,4.133359869636098
1326,DAbao#6573835,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,mightyrampage201#5908211,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,ShockAndAwe6625#2229908,1,21,0.75,3,1,2,0,108,3,7,1.5,2,13,692,2625,269.2,800,28,0.3333333333333333,10.5,14.0,6.5,0.135,0.00875,0.23104906018664842,0.5198603854199589
1333,GodzillaBjj#6611492,2,24,0.4615384615384616,3,2,1,0,94,4,5,4.0,1,9,729,4020,311.55,823,52,0.6666666666666666,24.0,52.0,9.0,0.11421628189550426,0.006075334143377886,0.0,0.0
1334,HeliosNight36#5727186,3,28,0.3943661971830985,2,3,2,0,161,14,8,14.0,1,11,617,8716,144.34285714285713,778,71,0.6,28.0,71.0,11.0,0.2069408740359897,0.010282776349614395,0.0,0.0
1335,SpirycTW#6706244,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,Slim_Driven1#6298105,78,704,0.6935960591133005,12,19,5,21,2583,135,109,2.547169811320755,53,169,14711,151660,205.0666666666667,17294,1015,0.9397590361445783,13.283018867924529,19.150943396226417,3.188679245283019,0.14935815889904014,0.00630276396438071,3.7311177018923556,2.7537788247691566
1337,maomix_79#3633251,1,3,1.5,0,1,0,0,0,1,1,1.0,0,0,0,1150,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,RTV PULSE#5753154,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
